Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
11430	41.03	13.81	Gradient Boost (General Model)	11	0.888	2871	272.6210268948655	376064	0.3	409	127	9925	None
11491	29.64	8.25	Neural Network (Specific Model)	11	0.967	3251	352.2974504249292	770655	0.49	706	236	9886	None
11539	48.99	0.16	Gradient Boost (General Model)	11	0.896	3185	300.89309576837417	903357	0.5	898	280	9844	None
116	98.57	42.3	Gradient Boost (General Model)	11	0.903	26037	298.0128956623681	2529913	0.53	2559	291	121014	None
12	0.0	49.74	Neural Network (Specific Model)	11	0.894	157821	290.63171586924557	8599019	0.62	8841	81	328764	None
12043	9.9	0.04	Neural Network (Specific Model)	11	0.909	2633	284.4727793696275	326828	0.5	349	118	9502	None
124	14.65	0.94	Neural Network (Specific Model)	11	0.918	100436	249.34347826086957	373703	0.31	460	24	114908	None
12498	62.32	26.59	Gradient Boost (General Model)	11	0.965	2938	298.72	649414	0.35	700	220	7729	None
12958	28.62	0.21	Neural Network (Specific Model)	11	0.88	2974	255.8656195462478	997353	0.52	1146	329	8176	None
13227	20.45	4.35	Neural Network (Specific Model)	11	0.861	42649	242.26698450536352	706759	0.33	839	85	266349	None
1358	10.47	1.33	Neural Network (Specific Model)	11	0.93	10577	300.1092715231788	580774	0.47	604	62	40575	None
13592	28.69	4.35	Neural Network (Specific Model)	11	0.916	3018	261.5052790346908	1133785	0.65	1326	368	8651	None
136	97.95	85.55	Gradient Boost (General Model)	11	0.902	22122	303.13468906572353	3415102	0.53	3393	233	108223	None
13655	11.66	3.55	Neural Network (Specific Model)	4	0.925	3811	293.5553278688525	463935	0.3	488	115	26577	None
13742	50.5	17.74	Gradient Boost (General Model)	11	0.907	4212	282.15348330914367	2568383	0.65	2756	645	20078	None
138	7.6	0.01	Neural Network (Specific Model)	11	0.899	81257	273.7974683544304	288058	0.4	316	11	107899	None
1382	74.89	2.29	Neural Network (Specific Model)	11	0.925	5039	328.2275784753363	1895575	0.39	1784	428	40261	None
13962	54.32	4.17	Gradient Boost (General Model)	11	0.894	4269	287.4389168765743	1527723	0.57	1588	387	24228	None
142	14.48	5.35	Neural Network (Specific Model)	11	0.934	29111	271.2147435897436	811532	0.4	936	78	106481	None
1487	12.54	2.84	Neural Network (Specific Model)	11	0.959	16717	239.23600344530578	866201	0.51	1161	97	39753	None
15408	19.73	19.63	Neural Network (Specific Model)	11	0.888	2866	286.35164835164835	263589	0.31	273	83	7876	None
155	98.24	101.38	Gradient Boost (General Model)	11	0.904	18087	309.8935041979673	4647708	0.53	4526	420	102422	None
16355	19.97	0.49	Neural Network (Specific Model)	11	0.942	2648	273.37139107611546	662100	0.47	762	239	7524	None
1639	76.18	12.1	Gradient Boost (General Model)	11	0.886	4560	275.402624671916	1772676	0.6	1905	413	37074	None
1656	88.46	12.97	Gradient Boost (General Model)	11	0.883	7720	317.6917367639782	2178734	0.42	2021	373	36863	None
1680	94.72	35.93	Gradient Boost (General Model)	11	0.92	4972	312.563413670486	2577319	0.46	2531	586	36535	None
180600	13.58	0.09	Neural Network (Specific Model)	11	0.931	2734	289.5964467005076	367156	0.48	394	129	13708	None
181	98.65	106.53	Gradient Boost (General Model)	11	0.885	21078	285.48028861236014	9237983	0.6	9563	891	97686	None
18509	17.36	0.07	Neural Network (Specific Model)	11	0.959	2826	313.5560859188544	410282	0.39	419	144	6895	None
18882	24.01	0.28	Neural Network (Specific Model)	11	0.912	2931	260.6616084977238	563834	0.57	659	185	6798	None
1925	66.8	9.68	Neural Network (Specific Model)	11	0.926	7792	321.01982378854626	1885633	0.44	1816	321	33665	None
1951	0.0	18.68	Neural Network (Specific Model)	11	0.906	16673	148.4984984984985	326052	0.52	666	23	33380	None
20458	11.14	0.12	Neural Network (Specific Model)	11	0.893	9618	303.95675675675676	377127	0.55	370	57	26161	None
209664	14.26	1.16	Neural Network (Specific Model)	11	0.917	66059	305.86423357664233	684075	0.32	685	23	228629	None
209686	13.31	1.26	Neural Network (Specific Model)	11	0.904	42690	237.8514705882353	534349	0.39	680	42	78108	None
209726	9.6	0.34	Neural Network (Specific Model)	11	0.901	27277	240.66153846153847	259936	0.4	325	18	55538	None
209732	22.79	5.7	Neural Network (Specific Model)	11	0.897	6044	273.79001721170397	1061033	0.54	1162	211	59031	None
209748	5.99	0.39	Neural Network (Specific Model)	11	0.902	10152	224.20696721311475	361607	0.41	488	53	46975	None
209770	53.88	17.65	Gradient Boost (General Model)	11	0.907	44823	213.5946248600224	1882717	0.4	2679	161	144775	None
209787	61.79	5.51	Gradient Boost (General Model)	11	0.893	8583	172.15032679738562	792344	0.39	1377	124	150348	None
209809	59.06	13.89	Gradient Boost (General Model)	11	0.911	29423	228.46528129751647	1478401	0.4	1973	147	124058	None
209834	21.94	4.68	Neural Network (Specific Model)	11	0.886	10962	281.16062683643486	970135	0.42	1021	133	103784	None
209842	11.96	0.19	Neural Network (Specific Model)	11	0.731	18791	189.2869757174393	350841	0.29	453	27	101155	None
209852	16.9	0.58	Neural Network (Specific Model)	11	0.88	6885	196.4195672624647	708798	0.38	1063	127	97886	None
209858	7.17	0.03	Neural Network (Specific Model)	11	0.916	66398	241.85684647302904	380163	0.49	482	15	95112	None
209880	47.82	10.24	Gradient Boost (General Model)	11	0.916	18629	202.46853146853147	1508908	0.48	2288	162	61157	None
209917	5.68	0.08	Neural Network (Specific Model)	11	0.838	13568	202.92111959287533	284921	0.35	393	36	79335	None
209920	26.81	12.63	Neural Network (Specific Model)	11	0.905	10205	298.8818407960199	1589512	0.43	1608	255	78895	None
209936	56.34	9.99	Gradient Boost (General Model)	11	0.923	21026	201.428952991453	1218204	0.52	1872	123	76781	None
209939	8.47	0.05	Neural Network (Specific Model)	11	0.883	13215	209.11031175059952	295528	0.38	417	31	74848	None
209946	19.34	0.42	Neural Network (Specific Model)	11	0.913	13642	220.2990126939351	511221	0.33	709	57	64082	None
209953	7.76	0.06	Neural Network (Specific Model)	11	0.885	5539	252.3404255319149	320304	0.43	376	64	72674	None
209963	9.03	0.34	Neural Network (Specific Model)	11	0.924	34526	206.19006849315068	388458	0.55	584	30	60868	None
209965	30.92	6.83	Neural Network (Specific Model)	11	0.84	7856	192.53961136023915	916784	0.3	1338	161	70224	None
209970	6.62	0.34	Neural Network (Specific Model)	11	0.926	23527	216.0494071146245	351996	0.49	506	26	69651	None
209974	12.46	0.2	Neural Network (Specific Model)	11	0.892	35433	220.81292517006804	434353	0.34	588	27	69101	None
209980	18.91	2.61	Neural Network (Specific Model)	11	0.91	13479	210.2029746281715	788498	0.45	1143	96	68572	None
21	97.67	110.72	Gradient Boost (General Model)	11	0.92	7963	315.8957444594735	9885240	0.45	9611	1673	248581	Low confidence prediction - substantial (45%) disagreement between completeness prediction models
210009	6.84	0.0	Neural Network (Specific Model)	11	0.923	12509	237.91017964071855	257279	0.48	334	35	63290	None
210015	54.96	8.62	Gradient Boost (General Model)	11	0.902	14224	229.76150895140665	1191855	0.35	1564	156	56858	None
210030	5.16	0.06	Neural Network (Specific Model)	11	0.945	9697	273.687306501548	279888	0.57	323	40	61628	None
210043	9.01	0.61	Neural Network (Specific Model)	11	0.911	38068	235.6515748031496	392800	0.44	508	31	60522	None
210051	10.65	0.45	Neural Network (Specific Model)	11	0.938	39030	226.08866279069767	496022	0.43	688	52	59933	None
210061	12.51	0.5	Neural Network (Specific Model)	11	0.815	13997	201.2012012012012	491354	0.34	666	55	59395	None
210067	17.57	0.7	Neural Network (Specific Model)	11	0.914	21257	216.93150684931507	568950	0.5	803	46	137374	None
210091	9.07	0.9	Neural Network (Specific Model)	11	0.935	8777	262.56236323851203	383853	0.41	457	61	56914	None
210120	12.32	0.67	Neural Network (Specific Model)	11	0.855	12138	211.39137645107795	445406	0.31	603	56	33560	None
210127	9.48	0.08	Neural Network (Specific Model)	11	0.907	44342	198.12082262210797	253520	0.48	389	21	54545	None
210188	6.46	0.07	Neural Network (Specific Model)	11	0.908	17862	251.37550200803213	412144	0.49	498	39	50771	None
210194	39.12	4.03	Neural Network (Specific Model)	11	0.884	4781	205.53987167736022	758145	0.3	1091	178	45598	None
210203	11.72	0.31	Neural Network (Specific Model)	11	0.886	18244	251.9493670886076	537299	0.43	632	48	50792	None
210215	7.41	0.09	Neural Network (Specific Model)	11	0.865	7675	146.59375	291225	0.42	576	52	50065	None
210229	13.65	0.71	Neural Network (Specific Model)	11	0.869	15453	254.94653179190752	606868	0.49	692	56	80494	None
210248	10.13	0.14	Neural Network (Specific Model)	11	0.912	6748	218.6039603960396	361684	0.42	505	60	47626	None
210343	7.73	0.3	Neural Network (Specific Model)	11	0.941	10325	224.81059063136456	350482	0.54	491	48	43893	None
210439	6.12	0.1	Neural Network (Specific Model)	11	0.91	41177	196.05693069306932	259018	0.46	404	21	88513	None
210447	7.87	0.16	Neural Network (Specific Model)	11	0.885	7362	217.84745762711864	260636	0.35	354	41	40937	None
21061	4.78	0.0	Neural Network (Specific Model)	4	0.82	3483	191.8747731397459	379224	0.68	551	113	5385	None
210632	16.68	1.29	Neural Network (Specific Model)	11	0.846	9085	180.57248157248156	519250	0.33	814	83	37285	None
210669	6.76	0.11	Neural Network (Specific Model)	11	0.934	16146	206.7551440329218	320379	0.54	486	39	36740	None
210684	6.47	0.1	Neural Network (Specific Model)	11	0.926	19891	203.53715498938428	308908	0.5	471	32	36523	None
210701	4.97	0.02	Neural Network (Specific Model)	11	0.915	16838	233.4578313253012	252583	0.53	332	22	36300	None
210711	7.97	0.45	Neural Network (Specific Model)	11	0.852	8601	242.66075388026607	383467	0.49	451	56	36076	None
210772	5.59	0.05	Neural Network (Specific Model)	11	0.962	12780	224.37881873727088	341147	0.54	491	37	35262	None
210829	77.63	29.63	Gradient Boost (General Model)	11	0.883	5022	276.37785588752195	3201593	0.56	3414	699	34198	None
210870	12.75	1.39	Neural Network (Specific Model)	11	0.809	9180	172.62936221419977	529641	0.39	831	79	81501	None
210881	7.63	0.33	Neural Network (Specific Model)	11	0.879	6977	266.3243761996161	472314	0.53	521	80	33413	None
210892	6.76	0.05	Neural Network (Specific Model)	11	0.91	16310	189.30837004405285	281205	0.39	454	32	33277	None
210909	15.47	0.89	Neural Network (Specific Model)	11	0.954	11814	334.6610644257703	374742	0.41	357	50	59507	None
210911	4.82	0.01	Neural Network (Specific Model)	11	0.9	12125	261.33656957928804	268226	0.44	309	34	32981	None
210912	68.71	22.97	Gradient Boost (General Model)	11	0.865	9114	301.0164661177961	1646082	0.6	1579	233	32937	None
210966	7.28	0.02	Neural Network (Specific Model)	11	0.909	3990	251.5679012345679	268166	0.43	324	67	23512	None
211042	7.57	0.05	Neural Network (Specific Model)	11	0.867	8058	211.38288288288288	323750	0.34	444	53	31339	None
211051	11.48	0.43	Neural Network (Specific Model)	11	0.925	4356	231.4920634920635	423436	0.4	567	101	29236	None
211085	6.44	0.04	Neural Network (Specific Model)	11	0.907	9937	214.8631284916201	252637	0.38	358	40	30455	None
211145	4.87	1.21	Neural Network (Specific Model)	11	0.833	4504	239.83756345177665	338936	0.5	394	76	29619	None
211249	15.35	2.48	Neural Network (Specific Model)	11	0.903	7888	269.01478494623655	662538	0.37	744	113	28430	None
211349	4.38	0.14	Neural Network (Specific Model)	11	0.934	8092	548.2231075697212	442102	0.46	251	70	37674	None
211581	19.52	0.83	Neural Network (Specific Model)	11	0.893	5585	269.28322784810126	569440	0.32	632	108	22941	None
211583	11.29	2.16	Neural Network (Specific Model)	11	0.926	3870	193.45751633986927	476845	0.39	765	120	25149	None
211609	8.44	0.13	Neural Network (Specific Model)	11	0.936	8271	309.79298245614035	282137	0.39	285	48	24876	None
211765	6.66	0.38	Neural Network (Specific Model)	11	0.957	7810	354.54744525547443	304284	0.41	274	53	23565	None
211815	5.17	0.02	Neural Network (Specific Model)	11	0.932	6569	252.95806451612904	251454	0.47	310	48	23232	None
211826	52.66	25.01	Gradient Boost (General Model)	11	0.9	3831	220.0706340378198	1316468	0.32	1798	355	18246	None
211840	4.87	0.03	Neural Network (Specific Model)	11	0.931	5386	235.39714285714285	264493	0.38	350	54	23002	None
211886	6.31	0.05	Neural Network (Specific Model)	11	0.952	6037	202.62576687116564	309641	0.44	489	64	19899	None
211996	5.68	0.19	Neural Network (Specific Model)	11	0.876	5524	244.86322188449847	274631	0.47	329	57	13526	None
212111	8.51	0.19	Neural Network (Specific Model)	11	0.906	4949	273.0735632183908	392499	0.34	435	82	21233	None
212209	7.39	0.46	Neural Network (Specific Model)	11	0.906	6099	159.62252663622527	345241	0.42	657	71	20664	None
212360	10.19	0.42	Neural Network (Specific Model)	4	0.873	4494	203.91546391752578	337781	0.31	485	80	19871	None
212379	6.64	0.23	Neural Network (Specific Model)	11	0.95	4512	289.0411899313501	397775	0.45	437	96	14841	None
212488	10.04	0.01	Neural Network (Specific Model)	11	0.85	3820	227.0393442622951	486983	0.47	610	131	19197	None
212561	15.35	0.52	Neural Network (Specific Model)	11	0.939	7836	307.1616438356164	357436	0.36	365	63	18777	None
212609	18.61	6.6	Neural Network (Specific Model)	11	0.905	3917	286.1028522039758	1093585	0.39	1157	296	12181	None
212679	7.6	0.95	Neural Network (Specific Model)	11	0.937	4631	207.38599640933572	368129	0.41	557	86	16242	None
212987	4.87	0.01	Neural Network (Specific Model)	11	0.565	4213	107.9	273212	0.31	480	62	26416	None
213813	10.99	0.33	Neural Network (Specific Model)	11	0.913	5999	273.63271604938274	290599	0.34	324	61	14975	None
213904	10.49	1.41	Neural Network (Specific Model)	11	0.905	5392	263.4755244755245	374502	0.33	429	84	14730	None
214043	7.09	0.02	Neural Network (Specific Model)	11	0.93	3431	217.41604010025063	278566	0.49	399	79	14435	None
214179	5.05	0.02	Neural Network (Specific Model)	11	0.734	4186	169.81743869209808	254286	0.32	367	64	14180	None
214182	10.8	0.64	Neural Network (Specific Model)	4	0.837	3339	223.2186878727634	400116	0.43	503	122	9260	None
215420	5.05	1.27	Neural Network (Specific Model)	11	0.825	4380	213.35593220338984	363406	0.35	472	90	12129	None
215929	7.02	0.0	Neural Network (Specific Model)	11	0.881	2915	243.59585492227978	319225	0.39	386	107	6104	None
215942	13.39	1.06	Neural Network (Specific Model)	11	0.849	3046	179.03636363636363	381685	0.41	605	125	8071	None
216225	12.92	0.85	Neural Network (Specific Model)	11	0.879	4719	270.3780918727915	260860	0.59	283	57	11096	None
216357	12.0	0.01	Neural Network (Specific Model)	11	0.919	2629	264.48877805486285	345302	0.48	401	125	7887	None
216993	5.67	0.02	Neural Network (Specific Model)	11	0.895	3342	328.37282229965155	315397	0.43	287	95	10228	None
217158	8.58	1.25	Neural Network (Specific Model)	11	0.852	3023	263.7877358490566	392664	0.42	424	131	7023	None
217228	6.21	0.1	Neural Network (Specific Model)	11	0.874	5342	289.70318021201416	280730	0.43	283	61	18332	None
219165	50.89	18.12	Gradient Boost (General Model)	11	0.88	2663	264.99111675126903	2130600	0.63	2364	777	8498	None
219608	10.87	1.39	Neural Network (Specific Model)	11	0.956	3594	260.53014553014555	391835	0.47	481	102	51293	None
222069	7.35	0.05	Neural Network (Specific Model)	11	0.867	2474	298.3828715365239	408979	0.61	397	155	7069	None
2249	26.49	18.07	Neural Network (Specific Model)	11	0.889	4445	320.82754182754184	840240	0.54	777	187	30154	None
2294	5.77	0.18	Neural Network (Specific Model)	11	0.832	20504	271.815625	312566	0.51	320	27	29589	None
2377	69.38	0.41	Neural Network (Specific Model)	11	0.9	9595	365.4590586718246	1886813	0.51	1551	232	31191	None
24	98.26	62.17	Gradient Boost (General Model)	11	0.905	63028	324.11663286004057	3172173	0.43	2958	74	242839	None
2539	98.27	89.07	Gradient Boost (General Model)	11	0.916	6068	298.39257142857144	1706487	0.51	1750	336	27329	None
2604	27.38	0.21	Neural Network (Specific Model)	11	0.88	7494	328.58395245170874	751607	0.46	673	134	26812	None
2629	91.86	47.87	Gradient Boost (General Model)	11	0.934	3411	313.2610837438424	3467548	0.43	3451	998	26588	None
2630	78.06	28.87	Neural Network (Specific Model)	11	0.911	5452	322.2254612546125	2872404	0.39	2710	606	26578	None
26949	7.59	0.01	Neural Network (Specific Model)	11	0.909	2654	271.8539682539683	282071	0.63	315	103	5387	None
276	7.47	0.16	Neural Network (Specific Model)	11	0.862	24106	296.43935309973045	381715	0.43	371	18	72512	None
278	77.45	0.1	Neural Network (Specific Model)	11	0.858	25830	381.06212018906143	1971617	0.6	1481	107	72140	None
2816	13.79	1.69	Neural Network (Specific Model)	11	0.897	15137	220.98467432950193	576768	0.37	783	63	183104	None
292	65.19	12.96	Gradient Boost (General Model)	11	0.932	83467	290.1722710812209	1801108	0.46	1933	45	224750	None
30641	9.49	0.05	Neural Network (Specific Model)	11	0.898	2678	260.4193548387097	269358	0.6	310	100	5109	None
308	8.21	0.04	Neural Network (Specific Model)	11	0.845	169108	296.3030303030303	311790	0.44	297	5	169108	None
3133	8.35	0.07	Neural Network (Specific Model)	11	0.976	12111	458.4080717488789	313031	0.49	223	26	22680	None
314	13.3	0.65	Neural Network (Specific Model)	11	0.87	138246	207.44655929721816	486590	0.42	683	24	154393	None
3169	97.82	61.25	Gradient Boost (General Model)	11	0.888	3790	259.3635652853792	3356592	0.6	3837	915	22462	None
3174	97.58	96.07	Gradient Boost (General Model)	11	0.895	3324	272.6349839228296	7097367	0.65	7775	2088	22441	None
3267	19.71	3.59	Neural Network (Specific Model)	11	0.934	2961	313.5438596491228	572903	0.58	570	191	7062	None
3350	15.72	0.16	Neural Network (Specific Model)	11	0.917	204644	279.7906976744186	314266	0.31	344	8	204644	None
3354	98.72	109.13	Gradient Boost (General Model)	11	0.917	19232	328.4248336011017	4670994	0.41	4357	454	191283	None
3357	89.89	105.29	Neural Network (Specific Model)	11	0.876	13941	304.60828267477206	5480440	0.58	5264	732	181008	None
3368	12.44	1.43	Neural Network (Specific Model)	11	0.859	66140	200.8639534883721	601341	0.4	860	71	142283	None
337	6.64	22.23	Neural Network (Specific Model)	11	0.869	30879	277.7635120700705	4477187	0.63	4681	416	124737	None
3372	8.36	0.42	Neural Network (Specific Model)	11	0.629	67142	125.32478632478633	278117	0.38	468	9	127180	None
3405	18.44	18.26	Neural Network (Specific Model)	11	0.898	26331	275.4240766073871	671901	0.52	731	41	89813	None
34080	9.53	0.59	Neural Network (Specific Model)	11	0.921	2501	263.65676567656766	259757	0.43	303	103	3710	None
3412	76.88	5.47	Neural Network (Specific Model)	11	0.861	34454	311.38275672707306	1974531	0.58	1821	106	83670	None
3415	98.52	101.03	Gradient Boost (General Model)	11	0.899	26082	307.8970938542163	6460951	0.62	6297	619	199044	None
3428	6.49	4.78	Neural Network (Specific Model)	11	0.9	17699	229.4405737704918	371750	0.53	488	37	75083	None
3433	84.7	2.45	Gradient Boost (General Model)	11	0.867	17567	318.73726796763447	2312424	0.56	2101	185	113043	None
3453	100.0	84.29	Gradient Boost (General Model)	11	0.887	6275	286.79797639123103	5742517	0.59	5930	1096	85803	None
3466	7.66	1.41	Neural Network (Specific Model)	11	0.87	23505	188.33067729083666	325187	0.32	502	21	64029	None
347	98.08	7.46	Gradient Boost (General Model)	11	0.911	26827	319.84557979334096	1832174	0.41	1742	134	112727	None
349	13.67	1.46	Neural Network (Specific Model)	11	0.928	20423	279.2121212121212	623608	0.46	693	77	109205	None
35	100.0	116.53	Gradient Boost (General Model)	11	0.921	12218	290.9813404901476	66893813	0.33	70795	9141	231944	None
3518	73.34	109.52	Neural Network (Specific Model)	11	0.894	5284	302.3777052238806	10862452	0.52	10720	2322	51667	Low confidence prediction - substantial (26%) disagreement between completeness prediction models
3527	89.94	63.09	Gradient Boost (General Model)	11	0.842	8199	301.18614291354123	5428184	0.58	5066	838	82765	None
3570	11.74	0.16	Neural Network (Specific Model)	11	0.921	2712	357.29285714285714	487940	0.45	420	171	9416	None
3604	7.03	18.04	Neural Network (Specific Model)	11	0.889	8165	250.50420168067228	301297	0.48	357	49	42160	None
3673	7.8	0.01	Neural Network (Specific Model)	11	0.927	203450	302.83838383838383	290404	0.42	297	5	203450	None
3698	55.38	21.12	Gradient Boost (General Model)	11	0.935	24620	330.4996796925048	1652939	0.4	1561	125	111836	None
3702	15.04	0.0	Neural Network (Specific Model)	11	0.88	33559	296.41763341067286	434721	0.51	431	25	91929	None
3720	6.04	0.15	Neural Network (Specific Model)	11	0.933	22947	242.06313131313132	306787	0.42	396	23	76093	None
3727	4.52	0.03	Neural Network (Specific Model)	11	0.925	65578	393.9423076923077	265078	0.49	208	10	67823	None
373	7.75	1.39	Neural Network (Specific Model)	11	0.911	36689	308.0760456273764	531039	0.34	526	29	96485	None
3755	6.58	0.29	Neural Network (Specific Model)	11	0.911	42687	253.4741144414169	305805	0.4	367	20	60402	None
3824	59.04	21.7	Gradient Boost (General Model)	11	0.93	6889	260.1691113028473	1940013	0.32	2318	356	51450	Low confidence prediction - substantial (40%) disagreement between completeness prediction models
387	98.26	110.59	Gradient Boost (General Model)	11	0.89	17784	313.77016487313654	10687426	0.5	10129	1118	118865	Low confidence prediction - substantial (26%) disagreement between completeness prediction models
392	17.92	2.3	Neural Network (Specific Model)	11	0.914	21141	192.12729124236253	616598	0.42	982	60	89779	None
3931	32.35	5.72	Neural Network (Specific Model)	11	0.892	2895	275.92082940622055	982217	0.58	1061	332	7835	None
3989	13.06	1.46	Neural Network (Specific Model)	11	0.936	8929	263.4142538975501	378014	0.4	449	55	34922	None
4007	86.24	28.35	Gradient Boost (General Model)	11	0.903	3019	313.78722024002593	3208092	0.52	3083	1029	34541	None
411	88.68	2.25	Gradient Boost (General Model)	11	0.819	15582	324.7157335907336	2459574	0.58	2072	236	79084	None
415	5.06	0.02	Neural Network (Specific Model)	11	0.823	29374	198.80965147453082	269666	0.56	373	22	77926	None
4188	4.64	0.04	Neural Network (Specific Model)	11	0.975	13071	769.2380952380952	347471	0.5	147	45	29589	None
4223	59.95	3.56	Gradient Boost (General Model)	11	0.92	6075	312.63313609467457	516532	0.28	507	105	14534	None
4237	6.57	110.13	Neural Network (Specific Model)	11	0.874	4046	267.20716749712534	14330778	0.59	15654	3648	37889	None
4240	73.38	86.13	Neural Network (Specific Model)	11	0.874	6643	329.9224850711989	9843940	0.48	8708	1773	42030	None
479	65.41	105.86	Neural Network (Specific Model)	11	0.915	7591	325.294921657962	9569544	0.42	8999	1631	209874	Low confidence prediction - substantial (34%) disagreement between completeness prediction models
495	87.6	0.44	Neural Network (Specific Model)	11	0.902	12805	327.1408751334045	2037029	0.45	1874	202	66794	None
5051	73.78	10.77	Gradient Boost (General Model)	11	0.906	4277	273.2916476494751	1978722	0.6	2191	501	19709	None
5075	96.29	76.35	Gradient Boost (General Model)	11	0.894	4006	315.5990159901599	6019700	0.49	5691	1582	19598	None
508	25.98	13.5	Neural Network (Specific Model)	11	0.878	15123	300.6808510638298	1108135	0.51	1081	135	65761	None
5129	10.01	1.36	Neural Network (Specific Model)	11	0.923	4634	182.0290909090909	482469	0.28	825	114	19414	None
5248	7.79	0.93	Neural Network (Specific Model)	11	0.897	5767	259.80696202531647	274153	0.31	316	52	19023	None
5299	78.45	65.74	Neural Network (Specific Model)	11	0.933	3444	328.40576876069423	4311817	0.44	4091	1280	18843	None
5307	7.25	0.35	Neural Network (Specific Model)	11	0.918	6862	287.12039312039315	381171	0.36	407	68	18812	None
5358	78.76	42.4	Gradient Boost (General Model)	11	0.896	4302	354.47009735744086	3409057	0.52	2876	849	18653	None
54193	12.22	1.81	Neural Network (Specific Model)	11	0.896	3224	302.9	778379	0.41	770	242	10398	None
5452	54.57	0.35	Gradient Boost (General Model)	11	0.926	7290	318.2919020715631	1093064	0.46	1062	175	36890	None
5675	61.39	23.86	Gradient Boost (General Model)	11	0.934	4311	320.9459631277813	1619131	0.43	1573	396	17655	None
569	86.05	102.27	Gradient Boost (General Model)	11	0.873	6394	265.5489378213212	9387516	0.59	10309	1778	62293	None
572	97.19	87.82	Gradient Boost (General Model)	11	0.892	10640	293.2955012133657	5277004	0.52	5357	747	62065	None
5833	75.77	15.32	Gradient Boost (General Model)	11	0.919	3830	286.51268357810414	2095962	0.48	2247	561	17231	None
5869	56.31	0.29	Gradient Boost (General Model)	11	0.921	3738	316.9131474103586	1293193	0.48	1255	359	17170	None
5894	79.45	32.12	Gradient Boost (General Model)	11	0.954	4567	321.9048536209553	2623653	0.52	2596	633	17107	None
597	98.18	96.38	Gradient Boost (General Model)	11	0.898	5900	273.3277060575968	15613648	0.62	17119	3138	60977	None
5995	13.02	0.95	Neural Network (Specific Model)	11	0.892	4980	229.55452436194895	662655	0.47	862	151	16869	None
608	100.0	113.96	Gradient Boost (General Model)	11	0.894	6089	288.6750075673494	19167473	0.54	19822	3676	94878	None
6128	6.55	0.02	Neural Network (Specific Model)	11	0.907	11540	372.9156626506024	306064	0.59	249	37	16587	None
6515	55.75	11.59	Gradient Boost (General Model)	11	0.926	3064	257.7859381997313	1861470	0.56	2233	584	15734	None
6572	10.06	0.8	Neural Network (Specific Model)	11	0.793	18391	167.64685908319186	371482	0.38	589	36	49299	None
6605	86.55	44.51	Gradient Boost (General Model)	11	0.953	3241	281.2568503462812	2932792	0.41	3321	879	15534	None
6715	82.46	31.36	Neural Network (Specific Model)	11	0.911	3749	332.89107315501127	3399226	0.57	3103	933	15342	None
6764	68.49	37.27	Gradient Boost (General Model)	11	0.9	3427	338.1384303504199	3886294	0.57	3453	1143	15253	None
6774	56.3	24.54	Gradient Boost (General Model)	11	0.919	3383	281.8073878627968	1740502	0.34	1895	510	16528	None
681	100.0	102.1	Gradient Boost (General Model)	11	0.895	6808	293.05889382041653	11494916	0.5	11716	2090	57073	None
6817	18.05	3.72	Neural Network (Specific Model)	11	0.936	2896	291.33449477351917	534978	0.42	574	178	15155	None
6927	5.2	0.12	Neural Network (Specific Model)	11	0.903	9239	324.7513368983957	402368	0.46	374	59	23291	None
713	6.17	0.15	Neural Network (Specific Model)	11	0.902	26942	414.6294642857143	307971	0.51	224	15	55538	None
7555	68.77	24.27	Gradient Boost (General Model)	11	0.889	3639	270.70345318618723	2560271	0.62	2809	737	13859	None
767	12.68	0.41	Neural Network (Specific Model)	11	0.903	32590	275.41109530583213	641660	0.53	703	35	53574	None
7708	92.05	60.02	Gradient Boost (General Model)	11	0.93	3057	298.6726033115347	6912443	0.51	7187	2221	13633	None
772	21.4	0.01	Neural Network (Specific Model)	11	0.888	17658	321.91516245487367	601681	0.43	554	47	53510	None
81620	17.23	25.42	Neural Network (Specific Model)	11	0.878	8722	272.76646706586826	2016573	0.51	2171	311	39718	None
8324	77.02	15.32	Gradient Boost (General Model)	11	0.892	3266	330.5027494108405	2824925	0.52	2546	867	12830	None
8398	9.36	0.04	Neural Network (Specific Model)	11	0.905	69885	269.06606606606607	296511	0.33	333	9	79005	None
844	94.21	20.99	Gradient Boost (General Model)	11	0.93	13556	352.1306921675774	2490467	0.55	2196	332	51425	None
850	10.61	0.98	Neural Network (Specific Model)	11	0.922	29442	332.1680216802168	398402	0.31	369	53	51289	None
871	5.92	1.89	Neural Network (Specific Model)	11	0.912	49849	241.96086105675147	810482	0.48	1022	53	50644	None
89380	14.11	6.8	Neural Network (Specific Model)	11	0.924	6637	259.01447368421054	636899	0.45	760	111	87224	None
90	90.5	78.94	Neural Network (Specific Model)	11	0.874	7295	284.7240704500978	4986900	0.38	5110	837	139646	None
96	7.77	0.25	Neural Network (Specific Model)	11	0.886	137247	191.77511961722487	270894	0.43	418	2	137247	None
9610	66.51	15.56	Gradient Boost (General Model)	11	0.911	3379	343.11583421891606	2124526	0.53	1882	635	11461	None
9715	7.88	0.57	Neural Network (Specific Model)	11	0.95	3321	272.2990936555891	283800	0.4	331	83	11370	None
