Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
8151	4.1	0.32	Neural Network (Specific Model)	11	0.919	6518	403.9054054054054	97530	0.53	74	17	13059	None
8266	2.36	0.0	Neural Network (Specific Model)	11	0.93	12123	262.59375	27052	0.31	32	3	12906	None
834	4.33	0.0	Neural Network (Specific Model)	11	0.92	39313	297.6986301369863	141535	0.42	146	6	51696	None
8740	2.8	0.0	Neural Network (Specific Model)	11	0.927	10501	251.71186440677965	47889	0.48	59	6	12347	None
8861	3.54	0.01	Neural Network (Specific Model)	11	0.912	7659	249.73728813559322	96627	0.42	118	15	12208	None
917	2.97	0.0	Neural Network (Specific Model)	11	0.943	49145	289.04411764705884	62314	0.49	68	3	49145	None
933	4.78	0.5	Neural Network (Specific Model)	11	0.924	24523	253.703125	105094	0.39	128	5	48630	None
94375	2.98	0.0	Neural Network (Specific Model)	11	0.935	3875	288.9375	74112	0.38	80	22	7228	None
9468	2.47	0.0	Neural Network (Specific Model)	11	0.94	4944	215.768115942029	47350	0.45	69	10	11589	None
9610	66.51	15.56	Gradient Boost (General Model)	11	0.91	3379	342.89750398300583	2124526	0.53	1883	635	11461	None
10008	40.57	17.23	Gradient Boost (General Model)	11	0.92	6209	154.12571428571428	87922	0.44	175	16	15972	None
1012	3.18	0.01	Neural Network (Specific Model)	11	0.892	46677	263.0	46677	0.55	53	1	46677	None
10289	4.3	0.0	Neural Network (Specific Model)	11	0.911	8500	237.77238805970148	209502	0.43	268	36	12507	None
1061	3.72	0.0	Neural Network (Specific Model)	11	0.934	45342	225.3015873015873	45342	0.43	63	1	45342	None
10773	28.23	0.3	Neural Network (Specific Model)	11	0.933	3012	324.01423877327494	949577	0.44	913	311	10426	None
11103	2.38	0.0	Neural Network (Specific Model)	11	0.919	6493	232.21621621621622	27979	0.53	37	5	10167	None
11354	2.87	0.01	Neural Network (Specific Model)	11	0.956	5033	289.5806451612903	28165	0.5	31	6	9974	None
1144	4.31	0.01	Neural Network (Specific Model)	11	0.922	43858	397.11764705882354	43858	0.44	34	1	43858	None
1178	4.4	0.0	Neural Network (Specific Model)	11	0.938	43176	200.19117647058823	43176	0.51	68	1	43176	None
1188	2.64	0.0	Neural Network (Specific Model)	11	0.902	42939	224.94594594594594	55026	0.59	74	3	42939	None
12405	2.97	0.0	Neural Network (Specific Model)	11	0.954	8702	211.35714285714286	27716	0.47	42	5	9286	None
12508	2.31	0.01	Neural Network (Specific Model)	11	0.889	5378	291.037037037037	26499	0.52	27	6	9222	None
12519	9.97	0.01	Neural Network (Specific Model)	11	0.92	2869	305.82389937106916	158421	0.32	159	54	9214	None
12567	2.41	0.0	Neural Network (Specific Model)	11	0.939	4186	230.98	36810	0.48	50	9	9186	None
13200	2.65	0.0	Neural Network (Specific Model)	11	0.961	6018	219.40540540540542	25189	0.45	37	5	8619	None
1366	3.24	0.01	Neural Network (Specific Model)	11	0.944	36932	199.45454545454547	110692	0.46	176	3	40450	None
138353	3.22	0.0	Neural Network (Specific Model)	11	0.905	6165	203.98275862068965	39068	0.43	58	8	7553	None
13962	54.32	4.17	Gradient Boost (General Model)	11	0.895	4269	287.314663310258	1527723	0.57	1589	387	24228	None
14255	2.5	0.07	Neural Network (Specific Model)	11	0.876	6214	233.0909090909091	34716	0.5	44	7	8359	None
14625	2.66	0.0	Neural Network (Specific Model)	11	0.937	3556	384.54545454545456	26937	0.39	22	7	8196	None
1506	3.38	0.03	Neural Network (Specific Model)	11	0.923	38700	225.83962264150944	77363	0.43	106	3	38700	None
1513	2.7	0.0	Neural Network (Specific Model)	11	0.922	18005	376.8333333333333	80813	0.46	66	5	38601	None
1589	2.73	0.0	Neural Network (Specific Model)	11	0.929	37603	203.05172413793105	37603	0.44	58	1	37603	None
1614	2.81	0.01	Neural Network (Specific Model)	11	0.945	37320	183.87058823529412	49077	0.47	85	3	37320	None
1627	2.8	0.0	Neural Network (Specific Model)	11	0.912	37155	190.0	44119	0.43	71	3	37155	None
1654	2.58	0.0	Neural Network (Specific Model)	11	0.929	36868	171.26865671641792	36868	0.51	67	1	36868	None
1688	2.81	0.01	Neural Network (Specific Model)	11	0.913	36384	216.34666666666666	53075	0.59	75	4	36384	None
1716	2.89	0.0	Neural Network (Specific Model)	11	0.96	36138	212.1818181818182	36138	0.62	55	1	36138	None
1744	2.9	0.0	Neural Network (Specific Model)	11	0.921	35867	238.38028169014083	54791	0.44	71	2	35867	None
1779	3.55	0.1	Neural Network (Specific Model)	11	0.885	35427	186.80975609756098	129028	0.63	205	7	35432	None
1811	2.16	0.0	Neural Network (Specific Model)	11	0.926	35082	205.33962264150944	35082	0.42	53	1	35082	None
18549	2.45	0.0	Neural Network (Specific Model)	11	0.668	4482	176.8125	50809	0.37	64	13	6886	None
186	2.71	0.0	Neural Network (Specific Model)	11	0.748	96997	158.43790849673204	96997	0.37	153	1	96997	None
18882	24.01	0.28	Neural Network (Specific Model)	11	0.912	2931	260.65402124430955	563834	0.57	659	185	6798	None
18895	9.93	0.32	Neural Network (Specific Model)	11	0.913	2798	271.4341085271318	229716	0.54	258	77	6795	None
19222	4.84	0.31	Neural Network (Specific Model)	11	0.809	4854	251.70212765957447	87730	0.37	94	22	6709	None
1937	2.84	0.0	Neural Network (Specific Model)	11	0.954	33452	230.62121212121212	47755	0.59	66	3	33452	None
20458	11.0	0.13	Neural Network (Specific Model)	11	0.891	9618	305.0380434782609	377127	0.55	368	57	26161	None
209712	3.19	0.06	Neural Network (Specific Model)	11	0.875	61647	200.05714285714285	95496	0.49	140	3	61647	None
209898	4.32	0.0	Neural Network (Specific Model)	11	0.904	83448	243.9873417721519	127352	0.32	158	3	83448	None
209944	4.67	0.16	Neural Network (Specific Model)	11	0.922	6823	279.29473684210524	171915	0.45	190	30	73826	None
209980	18.89	2.61	Neural Network (Specific Model)	11	0.91	13479	210.3432574430823	788498	0.45	1142	96	68572	None
20999	2.85	0.0	Neural Network (Specific Model)	11	0.955	3462	203.72571428571428	111583	0.65	175	35	6327	None
210129	2.55	0.0	Neural Network (Specific Model)	11	0.937	54526	231.6891891891892	54526	0.42	74	1	54526	None
210331	3.57	0.0	Neural Network (Specific Model)	11	0.924	29183	308.8434782608696	114879	0.47	115	9	44504	None
210399	4.18	0.01	Neural Network (Specific Model)	11	0.899	16551	230.1173469387755	149650	0.45	196	13	42423	None
21061	4.6	0.0	Neural Network (Specific Model)	4	0.75	3483	185.85632183908046	379224	0.68	522	113	5385	None
210669	6.75	0.11	Neural Network (Specific Model)	11	0.933	16146	206.96494845360826	320379	0.54	485	39	36740	None
210701	4.98	0.02	Neural Network (Specific Model)	11	0.918	16838	231.67559523809524	252583	0.53	336	22	36300	None
210772	5.6	0.05	Neural Network (Specific Model)	11	0.962	12780	224.0081300813008	341147	0.54	492	37	35262	None
210821	4.06	0.01	Neural Network (Specific Model)	11	0.929	29518	194.83695652173913	115069	0.55	184	8	34324	None
210829	77.63	29.63	Gradient Boost (General Model)	11	0.883	5022	276.43275710518606	3201593	0.56	3413	699	34198	None
210892	6.76	0.05	Neural Network (Specific Model)	11	0.91	16310	189.28193832599118	281205	0.39	454	32	33277	None
210903	3.62	0.04	Neural Network (Specific Model)	11	0.943	16554	192.15469613259668	109998	0.41	181	11	33138	None
210960	2.84	0.0	Neural Network (Specific Model)	11	0.935	32374	298.20588235294116	32374	0.35	34	1	32374	None
210991	4.05	0.01	Neural Network (Specific Model)	11	0.851	22762	203.42857142857142	144885	0.34	203	13	31945	None
211051	11.48	0.43	Neural Network (Specific Model)	11	0.924	4356	231.4426807760141	423436	0.4	567	101	29236	None
211198	2.81	0.0	Neural Network (Specific Model)	11	0.868	14572	211.18	72567	0.49	100	6	29053	None
211425	3.95	0.01	Neural Network (Specific Model)	11	0.857	6252	164.26909090909092	157168	0.42	275	31	26453	None
211521	3.6	0.01	Neural Network (Specific Model)	11	0.874	9844	180.5929203539823	69610	0.38	113	7	25556	None
211578	5.52	0.01	Neural Network (Specific Model)	11	0.868	16033	302.1034482758621	151288	0.4	145	19	25187	None
211714	2.81	0.0	Neural Network (Specific Model)	11	0.953	17767	341.531914893617	100948	0.49	94	8	24069	None
211805	5.58	0.01	Neural Network (Specific Model)	11	0.885	8240	197.13978494623655	247313	0.45	372	40	23307	None
211807	4.49	0.0	Neural Network (Specific Model)	11	0.885	21223	262.2098765432099	71944	0.47	81	4	23288	None
211887	2.43	0.0	Neural Network (Specific Model)	11	0.924	22648	209.89795918367346	33184	0.53	49	3	22648	None
211934	3.34	0.0	Neural Network (Specific Model)	11	0.899	7050	359.0175438596491	68214	0.52	57	10	22372	None
212062	2.98	0.0	Neural Network (Specific Model)	11	0.916	17223	292.2916666666667	45729	0.52	48	4	21479	None
212320	2.97	11.56	Neural Network (Specific Model)	11	0.877	4299	207.01456310679612	145663	0.4	206	33	20072	None
212360	10.18	0.42	Neural Network (Specific Model)	4	0.873	4494	203.6783505154639	337781	0.31	485	80	19871	None
212391	2.41	0.0	Neural Network (Specific Model)	11	0.865	19728	222.7058823529412	26172	0.35	34	2	19728	None
212514	5.29	0.03	Neural Network (Specific Model)	11	0.924	12464	295.9240506329114	151517	0.35	158	21	19052	None
212549	3.45	0.01	Neural Network (Specific Model)	11	0.936	5519	291.23333333333335	83890	0.38	90	19	18844	None
212609	18.61	6.6	Neural Network (Specific Model)	11	0.905	3917	286.22404844290656	1093585	0.39	1156	296	12181	None
212773	4.98	0.0	Neural Network (Specific Model)	11	0.928	5215	318.1470588235294	69821	0.29	68	14	17990	None
213116	3.99	0.04	Neural Network (Specific Model)	11	0.92	4841	314.7597402597403	157864	0.44	154	34	16783	None
213232	3.54	0.0	Neural Network (Specific Model)	11	0.927	8660	324.26190476190476	132053	0.38	126	23	16500	None
213260	2.39	0.05	Neural Network (Specific Model)	11	0.936	16420	293.06451612903226	28889	0.44	31	3	16420	None
213264	2.59	0.0	Neural Network (Specific Model)	11	0.948	12588	242.6551724137931	44438	0.51	58	6	16412	None
213332	7.41	0.14	Neural Network (Specific Model)	11	0.909	4588	278.2529411764706	155344	0.36	170	32	14148	None
213507	2.72	0.02	Neural Network (Specific Model)	11	0.957	4118	209.3495145631068	67174	0.51	103	16	12201	None
213710	5.73	0.13	Neural Network (Specific Model)	11	0.867	5369	190.43119266055047	213557	0.35	327	45	15213	None
213779	2.82	0.0	Neural Network (Specific Model)	11	0.877	12903	195.70149253731344	44631	0.51	67	5	15048	None
213876	2.71	0.0	Neural Network (Specific Model)	11	0.94	6147	339.25396825396825	68108	0.38	63	13	14834	None
213954	3.09	0.0	Neural Network (Specific Model)	11	0.934	5893	221.90825688073394	77460	0.34	109	15	14642	None
213987	3.11	0.0	Neural Network (Specific Model)	11	0.92	4552	275.83	89790	0.49	100	22	14561	None
214005	4.1	0.01	Neural Network (Specific Model)	11	0.881	4640	197.94402985074626	180053	0.41	268	43	17443	None
214101	3.23	0.0	Neural Network (Specific Model)	11	0.936	8693	341.48387096774195	67651	0.4	62	11	14331	None
214231	2.78	0.0	Neural Network (Specific Model)	11	0.965	4030	320.2857142857143	69584	0.36	70	18	14079	None
214437	2.44	0.0	Neural Network (Specific Model)	11	0.821	8452	157.3653846153846	29812	0.48	52	4	13660	None
214535	2.74	0.0	Neural Network (Specific Model)	11	0.949	7508	272.57142857142856	66126	0.52	77	13	9185	None
214850	3.66	0.0	Neural Network (Specific Model)	11	0.866	5511	258.4639175257732	86558	0.47	97	18	12937	None
214868	3.54	0.0	Neural Network (Specific Model)	11	0.915	6482	234.72151898734177	121401	0.4	158	24	12906	None
214887	4.07	0.36	Neural Network (Specific Model)	11	0.952	4563	263.4195804195804	118387	0.38	143	29	12878	None
215158	4.71	0.0	Neural Network (Specific Model)	11	0.978	2709	371.4675925925926	245681	0.35	216	86	12516	None
215413	5.18	0.0	Neural Network (Specific Model)	11	0.897	6923	245.43414634146342	167608	0.48	205	32	14339	None
215637	2.47	0.0	Neural Network (Specific Model)	11	0.912	7654	308.7391304347826	46651	0.32	46	8	11822	None
215736	2.37	0.0	Neural Network (Specific Model)	11	0.88	9766	244.69767441860466	35630	0.43	43	5	11696	None
215740	2.4	0.0	Neural Network (Specific Model)	11	0.893	4658	280.5	35689	0.31	38	8	11691	None
216117	4.09	0.21	Neural Network (Specific Model)	11	0.925	3240	154.14477211796248	184912	0.45	373	54	11230	None
216159	2.71	0.0	Neural Network (Specific Model)	11	0.966	9268	275.0769230769231	66585	0.39	78	8	11187	None
216311	2.49	0.0	Neural Network (Specific Model)	11	0.909	4657	303.4117647058824	50998	0.41	51	12	10990	None
216314	3.11	0.0	Neural Network (Specific Model)	11	0.961	10883	297.8878504672897	99412	0.42	107	15	10989	None
216342	2.7	0.0	Neural Network (Specific Model)	11	0.802	5946	221.91803278688525	50477	0.52	61	11	10956	None
216357	12.0	0.01	Neural Network (Specific Model)	11	0.919	2629	263.93283582089555	345302	0.48	402	125	7887	None
216552	4.02	0.12	Neural Network (Specific Model)	11	0.947	3190	200.20552147239263	205640	0.48	326	64	10675	None
216573	2.63	0.0	Neural Network (Specific Model)	11	0.867	4632	165.2962962962963	45901	0.39	81	11	10661	None
216656	2.9	0.0	Neural Network (Specific Model)	11	0.926	9499	179.27586206896552	33534	0.48	58	6	10576	None
216846	2.61	0.0	Neural Network (Specific Model)	11	0.939	7502	322.63829787234044	48394	0.41	47	10	10364	None
216878	3.34	0.06	Neural Network (Specific Model)	11	0.924	4314	240.275	93177	0.47	120	22	10329	None
216897	2.98	0.0	Neural Network (Specific Model)	11	0.839	6039	229.01408450704224	57816	0.35	71	13	10309	None
217032	2.68	0.0	Neural Network (Specific Model)	11	0.983	5031	1165.090909090909	78176	0.46	22	17	10134	None
217278	3.08	0.01	Neural Network (Specific Model)	11	0.878	5591	157.4264705882353	36247	0.37	68	7	9957	None
217467	2.43	0.0	Neural Network (Specific Model)	11	0.882	6364	303.4117647058824	34994	0.45	34	6	9777	None
217635	2.94	0.01	Neural Network (Specific Model)	11	0.898	5804	241.79591836734693	39519	0.34	49	8	9612	None
218091	2.85	0.01	Neural Network (Specific Model)	11	0.917	6123	300.5581395348837	42154	0.41	43	8	9221	None
218153	2.65	0.0	Neural Network (Specific Model)	11	0.931	4881	401.8448275862069	75039	0.55	58	18	7419	None
218505	3.85	0.07	Neural Network (Specific Model)	11	0.909	2617	166.73154362416108	81566	0.39	149	28	8934	None
218588	2.82	0.0	Neural Network (Specific Model)	11	0.916	5249	167.375	52293	0.39	96	12	8889	None
218635	2.35	0.0	Neural Network (Specific Model)	11	0.957	5973	264.03225806451616	25433	0.33	31	5	8847	None
218907	2.78	0.01	Neural Network (Specific Model)	11	0.96	4529	309.4268292682927	78907	0.49	82	21	8673	None
219095	2.33	0.0	Neural Network (Specific Model)	11	0.96	5365	320.65384615384613	25960	0.38	26	6	8544	None
219186	3.87	0.0	Neural Network (Specific Model)	11	0.982	2782	281.0232558139535	147255	0.37	172	49	8485	None
219355	4.49	0.0	Neural Network (Specific Model)	11	0.883	4937	175.92920353982302	67168	0.4	113	16	8378	None
219930	2.81	0.0	Neural Network (Specific Model)	11	0.693	3357	134.69662921348313	51583	0.34	89	15	8047	None
220051	2.53	0.0	Neural Network (Specific Model)	11	0.918	5481	218.34615384615384	37015	0.34	52	9	7981	None
220080	3.35	0.0	Neural Network (Specific Model)	11	0.94	5501	257.8235294117647	41886	0.4	51	10	7966	None
220153	3.18	0.01	Neural Network (Specific Model)	11	0.894	7860	237.41666666666666	28520	0.46	36	4	7924	None
220241	2.51	0.07	Neural Network (Specific Model)	11	0.831	7000	218.88636363636363	34585	0.45	44	6	7885	None
220440	8.0	0.01	Neural Network (Specific Model)	11	0.941	3344	238.11415525114154	165939	0.31	219	50	7612	None
220958	2.5	0.05	Neural Network (Specific Model)	11	0.954	3245	161.0597014925373	33670	0.45	67	10	7535	None
221066	2.64	0.0	Neural Network (Specific Model)	11	0.902	3527	244.6875	51784	0.52	64	13	7488	None
221185	2.61	0.0	Neural Network (Specific Model)	11	0.972	3895	812.6153846153846	65209	0.32	26	17	13192	None
221353	2.48	0.0	Neural Network (Specific Model)	11	0.965	5356	418.3783783783784	48129	0.44	37	12	7362	None
221413	2.51	0.0	Neural Network (Specific Model)	11	0.886	3661	165.0	32270	0.43	58	10	6601	None
221614	3.21	0.0	Neural Network (Specific Model)	11	0.931	3072	334.4268292682927	88226	0.36	82	27	7252	None
221620	2.32	0.0	Neural Network (Specific Model)	11	0.933	3153	275.2413793103448	25595	0.39	29	7	7250	None
221707	2.21	0.0	Neural Network (Specific Model)	11	0.944	4893	355.38235294117646	38098	0.38	34	9	7205	None
221771	2.56	0.0	Neural Network (Specific Model)	11	0.953	4122	413.6923076923077	33825	0.48	26	9	7183	None
221859	2.66	0.0	Neural Network (Specific Model)	11	0.929	4828	215.37662337662337	53328	0.52	77	12	7151	None
221878	2.37	0.0	Neural Network (Specific Model)	11	0.966	3262	232.75	25883	0.49	36	8	7145	None
221935	3.1	0.0	Neural Network (Specific Model)	11	0.884	4310	261.54901960784315	45123	0.44	51	11	7118	None
222043	2.65	0.0	Neural Network (Specific Model)	11	0.943	4579	183.4921875	74488	0.56	128	19	7077	None
222137	3.01	0.02	Neural Network (Specific Model)	11	0.935	5694	265.4	34002	0.56	40	7	7044	None
222267	2.38	0.0	Neural Network (Specific Model)	11	0.974	6207	385.74074074074076	31967	0.43	27	7	6989	None
222659	3.29	0.0	Neural Network (Specific Model)	11	0.909	3514	176.2982456140351	32994	0.45	57	9	6845	None
223037	3.1	0.27	Neural Network (Specific Model)	11	0.971	3678	453.0149253731343	93430	0.44	67	26	6713	None
223177	2.75	0.0	Neural Network (Specific Model)	11	0.886	4430	193.82539682539684	41246	0.48	63	11	6664	None
223699	3.69	0.0	Neural Network (Specific Model)	11	0.902	4442	249.9	41482	0.43	50	12	6480	None
224145	2.67	0.01	Neural Network (Specific Model)	11	0.845	3978	164.89285714285714	49068	0.34	84	14	5707	None
224241	2.45	0.0	Neural Network (Specific Model)	11	0.88	3339	185.17777777777778	28317	0.52	45	8	6307	None
224248	2.5	0.0	Neural Network (Specific Model)	11	0.982	3624	812.2	49627	0.47	20	16	6305	None
224801	20.26	0.01	Gradient Boost (General Model)	11	0.873	2937	218.22033898305085	44118	0.31	59	15	6134	None
225070	2.95	0.0	Neural Network (Specific Model)	11	0.966	4947	400.53125	39655	0.42	32	10	6044	None
225203	4.35	0.04	Neural Network (Specific Model)	11	0.939	2659	357.0952380952381	47886	0.59	42	17	6009	None
225456	2.44	0.0	Neural Network (Specific Model)	11	0.9	4368	219.03508771929825	41455	0.4	57	11	4742	None
225581	2.53	0.0	Neural Network (Specific Model)	11	0.903	3615	226.31944444444446	53754	0.57	72	16	5906	None
225849	2.41	0.01	Neural Network (Specific Model)	11	0.919	3769	222.03636363636363	39832	0.5	55	10	8824	None
226458	2.38	0.0	Neural Network (Specific Model)	11	0.982	4394	687.5294117647059	35666	0.46	17	10	5684	None
226786	8.15	0.01	Neural Network (Specific Model)	11	0.904	2475	264.7659574468085	247462	0.39	282	95	5615	None
226939	3.24	0.0	Neural Network (Specific Model)	11	0.888	4432	200.46341463414635	27717	0.4	41	8	5579	None
227322	2.45	0.0	Neural Network (Specific Model)	11	0.852	3246	317.9375	35738	0.37	32	12	5490	None
227815	3.11	0.0	Neural Network (Specific Model)	11	0.854	5087	222.47727272727272	34303	0.54	44	8	5379	None
228231	3.0	0.01	Neural Network (Specific Model)	11	0.84	3503	259.34375	29588	0.37	32	9	4365	None
228249	2.34	0.0	Neural Network (Specific Model)	11	0.9	3521	266.8529411764706	30198	0.44	34	8	5290	None
228357	4.16	0.01	Neural Network (Specific Model)	11	0.798	3111	294.6363636363636	48678	0.62	44	16	5270	None
228381	5.41	0.17	Neural Network (Specific Model)	11	0.949	2786	253.58620689655172	115996	0.32	145	42	5267	None
228721	2.32	0.0	Neural Network (Specific Model)	11	0.625	20350	145.25925925925927	37567	0.31	54	6	20350	None
229813	2.6	0.0	Neural Network (Specific Model)	11	0.91	2693	301.20512820512823	38679	0.41	39	14	4985	None
230241	2.34	0.0	Neural Network (Specific Model)	11	0.945	3394	309.53333333333336	29437	0.47	30	9	4917	None
2304	2.91	0.01	Neural Network (Specific Model)	11	0.942	9312	256.61333333333334	61132	0.42	75	7	29510	None
230459	2.49	0.07	Neural Network (Specific Model)	11	0.857	3189	228.5185185185185	43093	0.52	54	14	4878	None
231449	2.52	0.0	Neural Network (Specific Model)	11	0.897	3639	169.2037037037037	30277	0.42	54	9	4826	None
232760	2.55	0.0	Neural Network (Specific Model)	11	0.879	2510	214.1627906976744	31304	0.39	43	11	4528	None
233644	2.32	0.0	Neural Network (Specific Model)	11	0.937	2566	207.1578947368421	25134	0.38	38	9	4411	None
2342	2.77	0.0	Neural Network (Specific Model)	11	0.956	29085	198.08510638297872	29085	0.46	47	1	29085	None
235752	2.65	0.0	Neural Network (Specific Model)	11	0.906	2800	249.93548387096774	25593	0.59	31	9	4163	None
235817	2.47	0.0	Neural Network (Specific Model)	11	0.89	3270	274.84313725490193	47125	0.38	51	15	4156	None
2359	2.6	0.0	Neural Network (Specific Model)	11	0.96	28946	227.0731707317073	28946	0.48	41	1	28946	None
236181	3.24	0.0	Neural Network (Specific Model)	11	0.788	2260	265.3565891472868	129830	0.61	129	54	4115	None
241829	2.27	0.0	Neural Network (Specific Model)	11	0.842	2764	243.675	34608	0.48	40	13	3600	None
243666	2.77	0.0	Neural Network (Specific Model)	11	0.928	2374	282.6666666666667	35549	0.66	39	14	3461	None
24665	6.38	0.0	Gradient Boost (General Model)	11	0.2	3904	85.32352941176471	43295	0.54	34	12	5699	None
2469	2.88	0.0	Neural Network (Specific Model)	11	0.96	27926	331.22222222222223	27926	0.55	27	1	27926	None
249580	2.99	0.0	Neural Network (Specific Model)	11	0.877	2547	235.11320754716982	42575	0.38	53	18	3102	None
2539	98.27	89.07	Gradient Boost (General Model)	11	0.916	6068	298.52773013150374	1706487	0.51	1749	336	27329	None
2603	2.34	0.0	Neural Network (Specific Model)	11	0.974	26820	301.0689655172414	26820	0.35	29	1	26820	None
2630	78.06	28.87	Neural Network (Specific Model)	11	0.911	5452	322.2258302583026	2872404	0.39	2710	606	26578	None
2744	3.2	0.0	Neural Network (Specific Model)	11	0.946	25547	199.6727272727273	34573	0.46	55	2	25547	None
2748	2.45	0.0	Neural Network (Specific Model)	11	0.886	25527	343.1818181818182	25527	0.56	22	1	25527	None
2749	3.35	0.0	Neural Network (Specific Model)	11	0.8	13665	154.2549019607843	58837	0.41	102	4	25523	None
2776	40.1	0.01	Gradient Boost (General Model)	11	0.89	25331	188.0	25331	0.56	40	1	25331	None
2826	2.5	0.0	Neural Network (Specific Model)	11	0.949	24953	240.4390243902439	30910	0.34	41	3	24953	None
29148	6.38	0.0	Gradient Boost (General Model)	11	0.169	3537	66.66666666666667	31854	0.51	27	9	5137	None
292	65.19	12.96	Gradient Boost (General Model)	11	0.932	83467	290.1722710812209	1801108	0.46	1933	45	224750	None
29935	2.3	0.0	Neural Network (Specific Model)	11	0.946	4606	235.28947368421052	28308	0.6	38	7	5054	None
3029	5.7	0.0	Neural Network (Specific Model)	11	0.945	8338	264.29757785467126	241621	0.36	289	31	23370	None
3070	2.49	0.0	Neural Network (Specific Model)	11	0.927	23060	196.40740740740742	34213	0.58	54	2	23060	None
3133	8.23	0.07	Neural Network (Specific Model)	11	0.979	12111	457.41517857142856	313031	0.49	224	26	22680	None
3547	2.94	0.01	Neural Network (Specific Model)	11	0.844	47565	239.88888888888889	91921	0.5	108	3	47565	None
3727	4.53	0.03	Neural Network (Specific Model)	11	0.927	65578	389.2701421800948	265078	0.49	211	10	67823	None
3755	6.58	0.29	Neural Network (Specific Model)	11	0.911	42687	253.37057220708448	305805	0.4	367	20	60402	None
3950	2.76	0.01	Neural Network (Specific Model)	11	0.942	35900	210.3764705882353	56590	0.43	85	5	35900	None
3971	5.65	0.04	Neural Network (Specific Model)	11	0.942	11050	305.510101010101	191915	0.43	198	19	35320	None
4018	2.93	0.0	Neural Network (Specific Model)	11	0.951	34405	272.5652173913044	39360	0.41	46	2	34405	None
4115	2.57	0.0	Neural Network (Specific Model)	11	0.556	31602	125.85714285714286	47493	0.32	70	4	31602	None
415	5.06	0.02	Neural Network (Specific Model)	11	0.824	29374	198.9034852546917	269666	0.56	373	22	77926	None
4350	2.44	0.0	Neural Network (Specific Model)	11	0.946	26358	208.475	26358	0.41	40	1	26358	None
45320	3.37	0.0	Neural Network (Specific Model)	11	0.841	3152	257.5	36618	0.47	40	12	4003	None
466	2.52	0.0	Neural Network (Specific Model)	11	0.851	69376	193.40196078431373	69376	0.43	102	1	69376	None
4862	2.41	0.0	Neural Network (Specific Model)	11	0.93	20406	193.70967741935485	38393	0.42	62	3	20406	None
4869	2.9	0.0	Neural Network (Specific Model)	11	0.944	20380	255.31578947368422	30697	0.4	38	2	20380	None
495	87.6	0.44	Neural Network (Specific Model)	11	0.902	12805	326.55058572949946	2037029	0.45	1878	202	66794	None
4972	2.36	0.0	Neural Network (Specific Model)	11	0.972	19992	267.1621621621622	30495	0.52	37	3	19992	None
5054	2.33	0.0	Neural Network (Specific Model)	11	0.953	19694	270.2903225806452	26267	0.47	31	2	19694	None
51898	12.4	0.84	Neural Network (Specific Model)	11	0.892	11571	284.58264462809916	231252	0.54	242	29	69369	None
5200	5.75	0.03	Neural Network (Specific Model)	11	0.94	5792	318.9878048780488	166376	0.32	164	35	19177	None
5248	7.79	0.93	Neural Network (Specific Model)	11	0.898	5767	259.92721518987344	274153	0.31	316	52	19023	None
5299	78.45	65.74	Neural Network (Specific Model)	11	0.933	3444	328.479217603912	4311817	0.44	4090	1280	18843	None
53329	6.56	0.01	Gradient Boost (General Model)	11	0.742	3070	302.4761904761905	25658	0.47	21	9	3682	None
54193	12.35	1.95	Neural Network (Specific Model)	11	0.903	3224	288.7239263803681	778379	0.41	815	242	10398	None
55224	13.8	2.85	Gradient Boost (General Model)	11	0.936	2796	269.46	43147	0.62	50	16	3618	None
5629	6.29	0.04	Neural Network (Specific Model)	11	0.922	8499	265.4689265536723	151730	0.38	177	26	17809	None
5728	6.26	0.09	Neural Network (Specific Model)	11	0.814	3747	181.83141762452107	174350	0.36	261	46	17547	None
5894	79.45	32.12	Gradient Boost (General Model)	11	0.954	4567	321.82248748556026	2623653	0.52	2597	633	17107	None
60460	2.36	0.0	Neural Network (Specific Model)	11	0.952	9258	271.4117647058824	29050	0.4	34	4	10056	None
6100	2.33	0.0	Neural Network (Specific Model)	11	0.92	16648	259.5483870967742	26140	0.59	31	3	16648	None
639	2.84	0.0	Neural Network (Specific Model)	11	0.911	58903	194.90217391304347	58903	0.46	92	1	58903	None
6432	2.64	0.05	Neural Network (Specific Model)	11	0.912	15894	267.30555555555554	31605	0.46	36	2	15894	None
6539	2.59	0.0	Neural Network (Specific Model)	11	0.917	13093	184.1578947368421	34030	0.43	57	3	15687	None
6717	4.17	0.01	Neural Network (Specific Model)	11	0.944	6075	212.82741116751268	132453	0.46	197	25	15340	None
6734	2.97	0.0	Neural Network (Specific Model)	11	0.943	9478	220.01136363636363	61133	0.46	88	8	15300	None
6848	2.56	0.01	Neural Network (Specific Model)	11	0.977	13255	433.219512195122	54442	0.49	41	6	15083	None
7014	2.38	0.0	Neural Network (Specific Model)	11	0.97	6921	213.16	32784	0.54	50	5	14772	None
7022	6.24	0.22	Neural Network (Specific Model)	11	0.677	5296	133.64166666666668	212749	0.34	360	45	14760	None
7070	2.97	0.0	Neural Network (Specific Model)	11	0.855	7336	355.09090909090907	82027	0.58	66	13	14709	None
